derived_ethnicity,derived_race,derived_sex,action_taken,loan_amount,interest_rate,property_value,income,applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race_observed,applicant_sex,applicant_sex_observed,applicant_age,applicant_age_above_62,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage
Ethnicity Not Available,White,Male,0,105000,NA,NA,80,6,3,,3,5,,,3,1,3,45-54,No,0,0,0,0
Hispanic or Latino,White,Joint,0,205000,NA,205000,82,1,1,11,2,5,,,2,6,2,25-34,No,10351,84,63100,102
Hispanic or Latino,White,Joint,0,125000,NA,225000,53,2,1,11,2,5,,,2,1,2,65-74,Yes,5087,86.32,97400,77
Not Hispanic or Latino,White,Male,0,205000,NA,265000,135,1,2,,2,5,,,2,1,2,35-44,No,3177,41.45,103800,86
Not Hispanic or Latino,White,Joint,0,245000,NA,265000,51,3,2,,2,5,,,2,1,2,>74,Yes,4404,66.42,75900,71
Hispanic or Latino,Race Not Available,Male,0,225000,NA,225000,91,2,11,,2,6,,,2,1,2,25-34,No,4506,58.9,83800,69
Hispanic or Latino,White,Male,0,315000,NA,315000,63,2,1,11,2,5,,,2,1,2,<25,No,6475,87.31,78500,82
Not Hispanic or Latino,Black or African American,Male,0,245000,NA,385000,84,1,2,,2,3,,,2,1,2,25-34,No,1738,65.77,184200,0
Not Hispanic or Latino,Asian,Male,0,335000,NA,425000,75,2,2,,2,2,25,,2,1,2,65-74,Yes,5450,87.69,98200,84
Ethnicity Not Available,Race Not Available,Sex Not Available,0,405000,NA,415000,99,1,3,,2,6,,,2,3,2,35-44,No,4000,30.5,101800,134
Hispanic or Latino,White,Female,0,295000,NA,425000,75,2,1,,2,5,,,2,2,2,65-74,Yes,4985,45.5,98200,102
Ethnicity Not Available,Race Not Available,Male,0,435000,NA,435000,144,3,3,,2,6,,,2,1,2,45-54,No,6211,32.12,91100,144
Not Hispanic or Latino,Asian,Male,0,415000,NA,465000,84,3,2,,2,2,25,,2,1,2,45-54,No,6859,47.02,126000,115
Not Hispanic or Latino,American Indian or Alaska Native,Male,0,205000,NA,475000,104,3,2,,2,1,,,2,1,2,55-64,Yes,2137,18.58,113700,138
Ethnicity Not Available,Race Not Available,Joint,0,315000,NA,505000,110,2,3,,2,6,,,2,1,2,55-64,No,8006,80.3,84000,169
Hispanic or Latino,White,Joint,0,365000,NA,525000,136,1,1,11,2,5,,,2,2,2,25-34,No,3628,92.39,97500,52
Ethnicity Not Available,Race Not Available,Sex Not Available,0,435000,NA,465000,181,2,3,,2,6,,,2,3,2,25-34,No,3770,69.28,84000,89
Not Hispanic or Latino,Asian,Joint,0,205000,NA,495000,215,1,2,,2,23,,,2,2,2,45-54,No,5481,68.4,155700,125
Not Hispanic or Latino,White,Joint,0,215000,NA,515000,70,1,2,,2,5,,,2,2,2,35-44,No,5634,24.39,113700,89
Joint,Race Not Available,Joint,0,445000,NA,455000,138,2,1,11,2,6,,,2,1,2,35-44,No,7303,48.49,113700,88
Hispanic or Latino,White,Joint,0,575000,NA,605000,113,1,1,11,2,5,,,2,2,2,35-44,No,4735,58.39,97500,109
Not Hispanic or Latino,White,Male,0,495000,NA,625000,107,1,2,,2,5,,,2,1,2,25-34,No,3897,82.99,113700,80
Hispanic or Latino,Race Not Available,Female,0,315000,NA,585000,78,9,1,,2,6,,,2,2,2,35-44,No,3650,66.55,201300,63
Not Hispanic or Latino,Asian,Male,0,575000,NA,605000,115,1,2,,2,5,23,,2,1,2,25-34,No,4276,63.35,155700,88
Ethnicity Not Available,Race Not Available,Sex Not Available,0,195000,NA,655000,67,2,3,,2,6,,,2,3,2,45-54,No,7770,66.82,155700,61
Not Hispanic or Latino,Black or African American,Male,0,545000,NA,705000,202,3,2,,2,3,,,2,1,2,45-54,No,6048,99.22,98200,114
Hispanic or Latino,Race Not Available,Joint,0,565000,NA,705000,169,1,1,14,2,6,,,2,2,2,25-34,No,7347,67.18,129000,99
Not Hispanic or Latino,Black or African American,Joint,0,495000,NA,725000,112,1,2,,2,3,,,2,2,2,45-54,No,4525,98.83,98200,66
Ethnicity Not Available,Race Not Available,Female,0,425000,NA,655000,88,3,3,,2,6,,,2,2,2,>74,Yes,2326,97.42,98200,118
Not Hispanic or Latino,Asian,Male,0,565000,NA,715000,118,3,2,,2,2,25,,2,1,2,25-34,No,8120,85.97,129000,129
Not Hispanic or Latino,White,Joint,0,225000,NA,755000,42,1,2,,2,5,,,2,1,2,>74,Yes,4189,87.97,97500,102
Joint,Black or African American,Joint,0,735000,NA,775000,297,3,2,,2,3,,,2,1,2,35-44,No,2969,59.21,184200,85
Not Hispanic or Latino,Asian,Male,0,655000,NA,875000,85,3,2,,2,2,22,24,2,1,2,25-34,No,4827,55.79,103200,129
Not Hispanic or Latino,Black or African American,Male,0,705000,NA,975000,199,1,2,,2,3,,,2,1,2,45-54,No,5831,67.18,98200,132
Joint,White,Joint,0,755000,NA,1255000,272,1,1,11,2,5,,,2,1,2,35-44,No,3744,35.82,103800,128
Not Hispanic or Latino,Black or African American,Male,0,615000,NA,955000,232,2,2,,2,3,,,2,1,2,45-54,No,8325,55.35,110300,129
Not Hispanic or Latino,White,Female,0,645000,NA,1185000,369,1,2,,2,5,,,2,2,2,55-64,Yes,4607,20.36,129000,164
Not Hispanic or Latino,Black or African American,Female,0,925000,NA,1355000,216,1,2,,2,3,,,2,2,2,55-64,No,4365,98.56,98200,109
Ethnicity Not Available,Race Not Available,Female,0,555000,NA,795000,141,2,3,,2,6,,,2,2,2,45-54,No,6339,98.06,98200,130
Not Hispanic or Latino,White,Male,0,1145000,NA,1465000,317,2,2,,2,5,,,2,1,2,45-54,No,4160,58.39,155700,96
Not Hispanic or Latino,White,Joint,0,605000,NA,1655000,296,3,2,,2,5,,,2,1,2,65-74,Yes,5873,21.06,201300,134
Ethnicity Not Available,Race Not Available,Male,0,475000,NA,785000,120,1,3,,2,6,,,2,1,2,55-64,No,3854,84.51,98200,112
Ethnicity Not Available,Race Not Available,Male,0,695000,NA,865000,150,1,3,,2,6,,,2,1,2,35-44,No,3986,81.01,97500,156
Hispanic or Latino,White,Joint,0,125000,NA,455000,42,3,1,,2,5,,,2,1,2,65-74,Yes,5882,63.63,113700,76
Hispanic or Latino,White,Female,0,255000,NA,505000,95,3,1,,2,5,,,2,2,2,45-54,No,4902,98.92,98200,45
Not Hispanic or Latino,Asian,Joint,0,415000,NA,705000,118,1,2,,2,2,22,,2,2,2,55-64,No,5044,88.22,184200,53
Not Hispanic or Latino,Black or African American,Male,0,215000,NA,325000,49,2,2,,2,3,,,2,1,2,65-74,Yes,4434,63.46,126000,87
Hispanic or Latino,Race Not Available,Male,0,315000,NA,395000,70,1,1,11,2,6,,,2,1,2,35-44,No,3600,60.36,82200,52
Not Hispanic or Latino,Black or African American,Joint,0,565000,NA,565000,177,2,2,,2,3,,,2,1,2,45-54,No,4386,69.36,97500,92
Hispanic or Latino,White,Joint,0,275000,NA,285000,139,2,1,,2,5,,,2,1,2,55-64,Yes,5572,73.67,75900,86
Hispanic or Latino,White,Joint,0,275000,NA,285000,114,2,1,,2,5,,,2,1,2,55-64,Yes,5572,73.67,75900,86
Hispanic or Latino,American Indian or Alaska Native,Female,0,155000,NA,405000,70,2,1,11,2,1,,,2,2,2,45-54,No,5790,98.58,129000,40
Not Hispanic or Latino,White,Male,0,205000,NA,415000,95,3,2,,2,5,,,2,1,2,35-44,No,1962,37.26,75500,99
Not Hispanic or Latino,Black or African American,Male,0,815000,NA,845000,188,2,2,,2,3,,,2,1,2,35-44,No,3987,47.25,155700,144
Hispanic or Latino,White,Male,0,375000,NA,415000,79,3,1,,2,5,,,2,1,2,45-54,No,4012,56.01,97500,99
Hispanic or Latino,Black or African American,Male,0,1255000,NA,1675000,392,3,1,13,2,3,,,2,1,2,35-44,No,4242,32.32,126000,249
Hispanic or Latino,Race Not Available,Female,0,175000,NA,175000,52,2,1,11,2,6,,,2,2,2,25-34,No,6851,82.79,110300,64
Not Hispanic or Latino,White,Male,0,205000,NA,205000,58,3,2,,2,5,,,2,1,2,35-44,No,5738,77.61,83800,78
Hispanic or Latino,White,Male,0,195000,NA,205000,21,2,1,,2,5,,,2,1,2,<25,No,4084,85.01,89300,54
Hispanic or Latino,Black or African American,Male,0,265000,NA,275000,64,2,1,,2,3,,,2,1,2,25-34,No,14413,88.05,63100,124
Not Hispanic or Latino,Black or African American,Male,0,325000,NA,335000,100,2,2,,2,3,,,2,1,2,35-44,No,6136,55.48,113700,51
Not Hispanic or Latino,White,Joint,0,665000,NA,645000,164,2,2,,2,5,,,2,1,2,45-54,No,4653,63.57,103800,92
Ethnicity Not Available,Race Not Available,Female,0,385000,NA,385000,80,1,3,,2,6,,,2,2,2,25-34,No,7003,75,75800,147
Not Hispanic or Latino,Black or African American,Joint,0,455000,NA,465000,132,3,2,,2,3,,,2,2,2,35-44,No,5320,47.01,113700,133
Ethnicity Not Available,Race Not Available,Female,0,505000,NA,515000,95,2,3,,2,6,,,2,2,2,25-34,No,7574,63.7,119100,99
Not Hispanic or Latino,Black or African American,Female,0,1005000,NA,1455000,303,1,2,,2,3,,,2,2,2,55-64,No,5800,91.5,98200,140
Not Hispanic or Latino,White,Male,0,135000,NA,145000,40,2,2,,2,5,,,2,1,2,25-34,No,4585,58.15,75900,96
Ethnicity Not Available,Race Not Available,Male,0,425000,NA,425000,79,1,3,,2,6,,,2,1,2,25-34,No,6167,77.07,75800,99
Not Hispanic or Latino,Black or African American,Joint,0,745000,NA,745000,276,2,2,,2,3,,,2,1,2,25-34,No,3986,81.01,97500,156
Not Hispanic or Latino,Black or African American,Female,0,395000,NA,405000,139,1,2,,2,3,,,2,2,2,65-74,Yes,3965,63.43,72000,138
Not Hispanic or Latino,Black or African American,Female,0,655000,NA,675000,168,3,2,,2,3,,,2,2,2,55-64,No,7253,84.96,97500,114
Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Male,0,95000,NA,95000,53,3,1,11,2,4,,,2,1,2,<25,No,6243,38.48,79700,82
Hispanic or Latino,White,Male,0,255000,NA,255000,66,1,1,11,2,5,,,2,1,2,<25,No,5434,74.9,75800,82
Not Hispanic or Latino,Race Not Available,Sex Not Available,0,245000,NA,345000,87,1,2,,2,6,,,2,3,2,65-74,Yes,4718,19.14,87900,86
Not Hispanic or Latino,White,Male,0,405000,NA,435000,166,2,2,,2,5,,,2,1,2,35-44,No,3005,34.48,60400,157
Ethnicity Not Available,Asian,Joint,0,475000,NA,495000,92,3,3,,2,2,23,,2,1,2,35-44,No,5749,96.26,97500,61
Not Hispanic or Latino,Black or African American,Female,0,195000,NA,425000,64,2,2,,2,3,5,,2,2,2,35-44,No,4045,28.92,87900,92
Hispanic or Latino,White,Joint,0,425000,NA,435000,147,3,1,11,2,5,,,2,1,2,45-54,No,6625,48.47,91100,101
Not Hispanic or Latino,White,Joint,0,625000,NA,785000,110,3,2,,2,5,,,2,2,2,35-44,No,4335,59.08,113700,114
Hispanic or Latino,White,Male,0,565000,NA,595000,116,3,1,11,2,5,,,2,1,2,35-44,No,4202,74.2,78500,120
Ethnicity Not Available,Race Not Available,Joint,0,505000,NA,745000,187,3,3,,2,6,,,2,1,2,65-74,Yes,6368,75.05,98200,109
Ethnicity Not Available,Race Not Available,Female,0,665000,NA,945000,168,1,3,,2,6,,,2,2,2,45-54,No,5969,98.24,98200,90
Not Hispanic or Latino,White,Joint,0,875000,NA,1025000,309,3,2,,2,5,,,2,1,2,45-54,No,4779,31.35,155700,113
Not Hispanic or Latino,Asian,Male,0,1075000,NA,1195000,249,3,2,,2,2,,,2,1,2,25-34,No,4855,64.78,155700,105
Not Hispanic or Latino,Joint,Joint,0,1085000,NA,1805000,590,2,2,,2,5,,,2,1,2,35-44,No,2405,27.03,184200,117
Not Hispanic or Latino,White,Joint,0,1145000,NA,1705000,352,1,2,,2,5,,,2,1,2,45-54,No,5869,53.23,98200,133
Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Female,0,355000,NA,415000,109,2,2,,2,4,,,2,2,2,45-54,No,3511,56.11,113700,68
Not Hispanic or Latino,White,Joint,0,435000,NA,535000,91,1,2,,2,5,,,2,1,2,25-34,No,4674,13.82,75500,126
Ethnicity Not Available,Race Not Available,Sex Not Available,0,475000,NA,585000,127,2,3,,2,6,,,2,3,2,35-44,No,5991,54.98,91100,81
Ethnicity Not Available,Race Not Available,Joint,0,65000,NA,NA,94,6,3,,3,6,,,3,1,3,55-64,Yes,0,0,0,0
Ethnicity Not Available,Native Hawaiian or Other Pacific Islander,Male,0,285000,NA,355000,471,1,3,,2,42,,,2,1,2,35-44,No,3168,52.49,113200,107
Hispanic or Latino,Race Not Available,Joint,0,265000,NA,365000,60,1,1,,2,6,,,2,1,2,35-44,No,5863,49.62,91100,102
Hispanic or Latino,White,Joint,0,355000,NA,365000,111,3,1,,2,5,,,2,2,2,45-54,No,7699,95.04,67700,202
Not Hispanic or Latino,White,Male,0,315000,NA,325000,52,3,2,,2,5,,,2,1,2,35-44,No,5251,62.64,113700,45
Not Hispanic or Latino,Black or African American,Female,0,365000,NA,375000,138,9,2,,2,3,,,2,2,2,25-34,No,8172,73.56,98200,94
Hispanic or Latino,White,Joint,0,15000,NA,435000,147,3,1,11,2,5,,,2,1,2,45-54,No,6625,48.47,91100,101
Not Hispanic or Latino,Asian,Joint,0,275000,NA,405000,93,3,2,,2,2,,,2,2,2,45-54,No,3814,93.24,60400,81
Not Hispanic or Latino,White,Female,0,65000,NA,525000,51,1,2,,2,5,,,2,2,2,45-54,No,4721,65.26,97500,124
Ethnicity Not Available,Asian,Joint,0,25000,NA,495000,92,3,3,,2,2,23,,2,1,2,35-44,No,5749,96.26,97500,61
Hispanic or Latino,White,Female,0,255000,NA,505000,93,2,1,,2,5,,,2,2,2,35-44,No,6827,79.98,98200,125
Not Hispanic or Latino,White,Female,0,305000,NA,525000,103,1,2,,2,5,,,2,2,2,35-44,No,9840,41.16,97400,162
Hispanic or Latino,Black or African American,Female,0,565000,NA,655000,58,9,14,,2,3,,,2,2,2,35-44,No,6097,64.11,155700,88
Not Hispanic or Latino,Black or African American,Female,0,25000,NA,675000,155,3,2,,2,3,,,2,2,2,55-64,No,7253,84.96,97500,114
Not Hispanic or Latino,White,Female,0,25000,NA,675000,158,1,2,,2,5,,,2,2,2,35-44,No,6087,29.92,96600,130
Hispanic or Latino,Race Not Available,Joint,0,545000,NA,705000,136,3,1,11,2,6,,,2,6,2,45-54,No,7255,96.62,155700,45
Not Hispanic or Latino,Black or African American,Male,0,125000,NA,755000,144,1,2,,2,3,,,2,1,2,35-44,No,3133,95.05,119500,97
Ethnicity Not Available,Race Not Available,Joint,0,725000,NA,725000,138,3,3,,2,6,,,2,1,2,65-74,Yes,3523,57.79,113200,134
Ethnicity Not Available,Race Not Available,Sex Not Available,0,715000,NA,795000,226,3,3,,2,6,,,2,3,2,35-44,No,4044,24.7,113700,126
Hispanic or Latino,Race Not Available,Joint,0,905000,NA,1025000,111,1,1,11,2,6,,,2,1,2,45-54,No,6130,61.11,155700,98
Not Hispanic or Latino,White,Joint,0,875000,NA,1175000,250,3,2,,2,5,,,2,1,2,35-44,No,4663,15.89,113700,124
Not Hispanic or Latino,Asian,Joint,0,1125000,NA,1405000,368,2,2,,2,2,,,2,1,2,45-54,No,3097,43.85,97500,190
Not Hispanic or Latino,Asian,Male,0,1085000,NA,1605000,204,1,2,,2,2,26,,2,1,2,35-44,No,1696,27.18,98200,286
Not Hispanic or Latino,Black or African American,Male,0,1395000,NA,1805000,316,1,2,,2,3,,,2,1,2,35-44,No,3177,29.97,155700,163
Ethnicity Not Available,Race Not Available,Female,0,145000,NA,NA,90,6,3,,3,6,,,3,2,3,35-44,No,0,0,0,0
Not Hispanic or Latino,White,Male,0,245000,NA,NA,58,6,2,,3,5,,,3,1,3,25-34,No,0,0,0,0
Not Hispanic or Latino,White,Male,0,185000,NA,NA,67,6,2,,3,5,,,3,1,3,25-34,No,0,0,0,0
Not Hispanic or Latino,White,Male,0,295000,NA,475000,85,3,2,,2,5,,,2,1,2,25-34,No,2314,24.85,87900,128
Ethnicity Not Available,White,Joint,0,145000,NA,455000,58,3,3,,2,5,,,2,6,2,55-64,Yes,6102,46.3,87900,77
Joint,Race Not Available,Joint,0,125000,NA,NA,78,9,1,,3,6,,,3,1,3,65-74,Yes,0,0,0,0
Not Hispanic or Latino,Black or African American,Joint,0,385000,NA,655000,335,2,2,,2,3,,,2,1,2,55-64,No,1808,50.55,98200,164
Not Hispanic or Latino,White,Female,0,75000,NA,425000,80,1,2,,2,5,,,2,2,2,55-64,Yes,1856,39.22,97500,102
Hispanic or Latino,Race Not Available,Female,0,75000,NA,245000,82,2,1,11,2,6,,,2,2,2,65-74,Yes,3554,82.19,84000,67
Ethnicity Not Available,Race Not Available,Sex Not Available,0,295000,NA,395000,135,2,3,,2,6,,,2,3,2,65-74,Yes,7009,44.86,98200,165
Ethnicity Not Available,Race Not Available,Male,0,645000,NA,1105000,165,3,3,,2,6,,,2,1,2,45-54,No,2571,97.82,98200,111
Ethnicity Not Available,Race Not Available,Female,0,115000,NA,255000,122,2,3,,2,6,,,2,2,2,45-54,No,5540,49.51,97500,62
Ethnicity Not Available,Race Not Available,Sex Not Available,0,435000,NA,585000,NA,3,3,,2,6,,,2,3,2,45-54,No,2974,90.35,155700,45
Not Hispanic or Latino,Asian,Male,0,75000,NA,95000,NA,1,2,,2,21,,,2,1,2,35-44,No,2762,97.94,60400,71
Hispanic or Latino,White,Female,0,185000,NA,245000,NA,1,1,,1,5,,,1,2,1,65-74,Yes,3005,34.48,60400,157
Not Hispanic or Latino,White,Male,0,255000,NA,325000,NA,1,2,,2,5,,,2,1,2,45-54,No,3417,68.07,84000,110
Hispanic or Latino,Race Not Available,Male,0,365000,NA,485000,360,2,1,,2,6,,,2,1,2,35-44,No,3573,90.01,113700,66
Not Hispanic or Latino,White,Male,0,155000,NA,585000,NA,2,2,,2,5,,,2,1,2,55-64,Yes,6812,86.96,155700,59
Hispanic or Latino,White,Male,0,165000,NA,245000,NA,1,1,11,2,5,,,2,1,2,35-44,No,2887,89.05,57300,224
Hispanic or Latino,White,Female,0,245000,NA,305000,NA,1,1,,1,5,,,1,2,1,45-54,No,3234,93.91,84000,84
Hispanic or Latino,Race Not Available,Male,0,275000,NA,375000,360,2,1,,2,6,,,2,1,2,35-44,No,3643,91.9,113700,42
Hispanic or Latino,White,Male,0,385000,NA,515000,NA,3,1,,2,5,,,2,1,2,45-54,No,5615,74.05,155700,66
Not Hispanic or Latino,White,Female,0,455000,NA,885000,NA,3,2,,2,5,,,2,2,2,55-64,No,4282,47.73,113700,79
Not Hispanic or Latino,White,Male,0,135000,NA,NA,96,9,2,,3,5,,,3,1,3,<25,No,0,0,0,0
Ethnicity Not Available,Race Not Available,Sex Not Available,0,575000,NA,1005000,51,9,3,,2,6,,,2,3,2,>74,Yes,3026,53.73,184200,60
Ethnicity Not Available,Black or African American,Female,0,285000,NA,325000,82,1,3,,2,3,,,2,2,2,45-54,No,2814,23.49,87900,114
Ethnicity Not Available,Race Not Available,Sex Not Available,0,255000,NA,325000,90,1,3,,2,6,,,2,3,2,25-34,No,4290,96.53,97400,68
Hispanic or Latino,Race Not Available,Joint,0,255000,NA,245000,89,1,1,11,2,6,,,2,2,2,35-44,No,3577,26.59,78600,43
Not Hispanic or Latino,Black or African American,Female,0,305000,NA,435000,104,2,2,,2,3,,,2,2,2,25-34,No,4959,94.96,98200,69
Not Hispanic or Latino,Black or African American,Joint,0,635000,NA,655000,147,2,2,,2,3,,,2,1,2,35-44,No,2751,48.02,97500,97
Hispanic or Latino,Race Not Available,Male,0,185000,NA,265000,NA,3,11,,2,6,,,2,1,2,45-54,No,5720,85.42,155700,45
Ethnicity Not Available,White,Joint,0,325000,NA,415000,797,2,3,,2,5,,,2,1,2,<25,No,2732,20.42,101800,81
Not Hispanic or Latino,White,Male,0,465000,NA,515000,192,3,2,,2,5,,,2,1,2,25-34,No,3403,49.28,98200,125
Not Hispanic or Latino,Asian,Joint,0,375000,NA,425000,164,2,2,,1,2,5,23,2,1,2,<25,No,4919,90.59,113700,66
Not Hispanic or Latino,White,Joint,0,515000,NA,675000,185,3,2,,2,5,,,2,1,2,25-34,No,6722,33.5,113700,100
Not Hispanic or Latino,Black or African American,Male,0,715000,NA,1405000,462,1,2,,2,3,,,2,1,2,55-64,No,3710,41.83,155700,147
Not Hispanic or Latino,Asian,Male,0,825000,NA,1395000,252,2,2,,2,26,,,2,1,2,25-34,No,5419,90.39,180400,104
Ethnicity Not Available,Asian,Male,0,475000,NA,505000,354,1,3,,2,2,,,2,1,2,45-54,No,8209,51.83,101800,174
Ethnicity Not Available,Race Not Available,Sex Not Available,0,385000,NA,895000,167,2,3,,2,6,,,2,3,2,35-44,No,8556,46.68,113700,170
Not Hispanic or Latino,White,Female,0,165000,NA,205000,87,2,2,,2,5,,,2,2,2,55-64,Yes,3984,53.71,103800,106
Not Hispanic or Latino,White,Male,0,255000,NA,425000,185,2,2,,2,5,,,2,1,2,35-44,No,7762,65.69,98200,126
Hispanic or Latino,Race Not Available,Male,0,235000,NA,235000,56,3,1,11,2,6,,,2,1,2,25-34,No,2119,83.39,60400,84
Hispanic or Latino,White,Joint,0,235000,NA,245000,110,2,1,11,2,5,,,2,1,2,25-34,No,4352,93.64,57300,168
Not Hispanic or Latino,Asian,Female,0,405000,NA,805000,123,2,2,,2,2,22,,2,2,2,65-74,Yes,4617,39.29,201300,101
Not Hispanic or Latino,White,Joint,0,215000,NA,605000,156,2,2,,2,5,,,2,2,2,55-64,No,9181,25.22,110300,201
Ethnicity Not Available,Black or African American,Male,0,485000,NA,495000,156,1,3,,2,3,,,2,1,2,35-44,No,9672,37.76,97400,117
Ethnicity Not Available,Race Not Available,Sex Not Available,0,335000,NA,325000,90,2,3,,2,6,,,2,3,2,25-34,No,8628,71.44,97400,117
Ethnicity Not Available,Race Not Available,Male,0,575000,NA,775000,149,3,3,,2,6,,,2,1,2,35-44,No,4742,84.96,129000,50
Not Hispanic or Latino,Black or African American,Female,0,385000,NA,405000,114,3,2,,2,3,,,2,2,2,35-44,No,8809,36.98,101800,152
Not Hispanic or Latino,Race Not Available,Female,0,325000,NA,555000,134,2,2,,2,6,,,2,2,2,45-54,No,6117,57.92,113700,99
Not Hispanic or Latino,Asian,Female,0,445000,NA,565000,106,1,2,,2,2,,,2,2,1,25-34,No,6736,77.48,97500,172
Not Hispanic or Latino,Asian,Joint,0,325000,NA,825000,78,3,2,,2,2,22,,2,1,2,>74,Yes,4065,41.75,155700,93
Not Hispanic or Latino,White,Male,0,495000,NA,535000,134,1,2,,2,5,,,2,1,2,25-34,No,6052,21.94,113700,92
Not Hispanic or Latino,White,Male,0,525000,NA,735000,108,2,2,,2,5,,,2,1,2,35-44,No,5619,64.53,113700,46
Ethnicity Not Available,Race Not Available,Female,0,665000,NA,955000,168,1,3,,2,6,,,2,2,2,45-54,No,5969,98.24,98200,90
Not Hispanic or Latino,White,Male,0,365000,NA,365000,99,2,2,,2,5,,,2,1,2,25-34,No,5379,31.33,110300,111
Ethnicity Not Available,Race Not Available,Female,0,565000,NA,585000,181,2,3,,2,6,,,2,2,2,25-34,No,4519,62.98,98200,115
Not Hispanic or Latino,White,Female,0,415000,NA,435000,NA,1,2,,2,5,,,2,2,2,55-64,No,8025,23.05,97400,210
Not Hispanic or Latino,Black or African American,Female,0,835000,NA,1205000,152,3,2,,2,3,,,2,2,2,65-74,Yes,4273,74.77,98200,100
Ethnicity Not Available,Race Not Available,Male,0,625000,NA,895000,134,3,3,,2,6,,,2,1,2,35-44,No,3240,94.72,98200,80
Not Hispanic or Latino,Asian,Female,0,645000,NA,665000,150,1,2,,2,2,,,2,2,2,25-34,No,4371,65.59,180400,85
Hispanic or Latino,White,Female,0,405000,NA,465000,92,3,1,,2,5,,,2,2,2,35-44,No,6992,56.61,113700,69
Not Hispanic or Latino,Asian,Male,0,945000,NA,1265000,204,3,2,,2,2,21,,2,1,2,35-44,No,4627,45.04,155700,190
Not Hispanic or Latino,Asian,Joint,0,325000,NA,405000,100,3,2,,2,2,,,2,2,2,45-54,No,3814,93.24,60400,81
Ethnicity Not Available,Race Not Available,Male,0,645000,NA,805000,223,2,3,,2,6,,,2,1,2,35-44,No,6097,64.11,155700,88
Ethnicity Not Available,Race Not Available,Joint,0,1065000,NA,1095000,231,3,3,,2,6,,,2,1,2,25-34,No,4070,65.23,98200,81
Not Hispanic or Latino,Asian,Male,0,245000,NA,285000,196,2,2,,2,21,,,2,1,2,45-54,No,3785,75.56,110300,43
Not Hispanic or Latino,White,Female,0,585000,NA,965000,200,3,2,,2,5,,,2,2,2,55-64,No,2137,18.58,113700,138
Ethnicity Not Available,Race Not Available,Sex Not Available,0,575000,NA,605000,165,3,3,,2,6,,,2,3,2,35-44,No,1248,16.35,87900,117
Not Hispanic or Latino,White,Male,0,625000,NA,NA,218,3,2,,2,5,,,2,1,2,>74,Yes,3993,56.5,98200,170
Ethnicity Not Available,Race Not Available,Female,0,445000,NA,565000,100,3,3,,2,6,,,2,2,2,45-54,No,14643,58.16,97500,134
Hispanic or Latino,White,Joint,0,445000,NA,465000,120,3,1,,2,5,,,2,2,2,25-34,No,4804,72.61,78600,180
Ethnicity Not Available,Race Not Available,Joint,0,1075000,NA,1255000,338,1,3,,2,6,,,2,1,2,55-64,No,5324,59.49,180400,131
Hispanic or Latino,White,Male,0,385000,NA,455000,94,3,1,11,2,5,,,2,1,2,25-34,No,4590,82.57,98200,62
Not Hispanic or Latino,Black or African American,Male,0,365000,NA,455000,72,2,2,,2,3,,,2,1,2,55-64,Yes,4819,43.39,113700,90
Ethnicity Not Available,Race Not Available,Female,0,195000,NA,215000,87,3,3,,2,6,,,2,2,2,55-64,No,3955,84.17,63100,78
Hispanic or Latino,White,Female,0,545000,NA,705000,192,3,1,14,2,5,,,2,2,2,35-44,No,5315,31.42,113700,161
Hispanic or Latino,White,Female,0,405000,NA,415000,118,1,1,11,2,5,,,2,2,2,45-54,No,4899,62.2,89300,202
Hispanic or Latino,Race Not Available,Female,0,255000,NA,255000,56,3,1,,2,6,,,2,2,2,25-34,No,8799,84.87,97400,100
Not Hispanic or Latino,Asian,Male,0,485000,NA,565000,93,1,2,,2,2,,,2,1,2,35-44,No,11611,79.91,97500,116
Hispanic or Latino,White,Male,0,285000,NA,295000,74,1,1,,2,5,,,2,1,2,45-54,No,4707,70.04,89300,126
Not Hispanic or Latino,White,Male,0,355000,NA,385000,80,2,2,,2,5,,,2,1,2,25-34,No,2420,39.38,113700,38
Hispanic or Latino,White,Joint,0,185000,NA,205000,68,2,1,11,2,5,,,2,2,2,25-34,No,5357,31.25,89100,67
Not Hispanic or Latino,Black or African American,Male,0,495000,NA,555000,153,2,2,,2,3,,,2,1,2,45-54,No,4435,95.31,97500,98
Joint,White,Joint,0,825000,NA,845000,128,3,2,,2,5,,,2,2,2,45-54,No,7013,83.92,155700,95
Hispanic or Latino,White,Male,0,505000,NA,515000,53,3,1,,2,5,,,2,1,2,35-44,No,4543,80.12,98200,89
Not Hispanic or Latino,White,Joint,0,205000,NA,1105000,NA,2,2,,2,5,,,2,1,2,>74,Yes,6896,41.5,113700,178
Not Hispanic or Latino,White,Female,0,365000,NA,415000,NA,1,2,,2,5,,,2,2,2,35-44,No,2898,14.7,126000,82
Ethnicity Not Available,Race Not Available,Sex Not Available,0,105000,NA,135000,NA,3,3,,2,6,,,2,3,2,45-54,No,5678,40.05,75500,124
Hispanic or Latino,White,Female,0,805000,NA,935000,513,1,1,11,2,5,,,2,2,2,35-44,No,7922,65.32,110300,124
